,Issue,Consumer complaint narrative,Company public response,Complaint ID
2130,False statements or representation,"Amshire Collections is attempting to collect a fabricated amount even though I have made due effort to make them aware of that. In XXXX 2012 I contacted XXXX XXXX to cancel my account because I thought their services were outrageously overpriced. The account representative said she would apply a "" loyalty '' credit to my account, thus locking me in a XXXX month contract without consent. Upon canceling my account I was notified that I would need to pay a {$170.00} contract termination fee for a contract that I never entered. Amshire Collections has failed to provide me with any proof that XXXX XXXX had any sort of a contract with me to validate this fee or an itemized statement breaking down the charges that I owe.",Company believes it acted appropriately as authorized by contract or law,1554834
2131,Cont'd attempts collect debt not owed,Im being harrassed about a debt i did not owe to the original creditor. Ive asked them to stop contacting me and to remove the derogatory mark from my credit report they have refused.,Company believes it acted appropriately as authorized by contract or law,2042114
2132,Disclosure verification of debt,"1. XXXX is competent to state the matters set forth herein. 
2. XXXX has first hand knowledge of the facts stated herein. 
3. All the facts herein are true, correct and complete, admissible as evidence, and if called upon as a witness, XXXX will testify to their veracity. 

Plain Statement of FactsDefinitionAlleged Lender now is Bank of America N.A . 

4. There is no evidence that I/we have any outstanding liabilities or obligations with ALLEGED LENDER under the doctrine of ultra vires. By doctrine of ultra vires, a contract made by a corporation beyond the scope of its corporate powers is unlawful. XXXX believes there is no proof to the contrary. 

5. Alleged Lender failed to provide proof of FULL DISCLOSURE to all matters dealing with the above loan and said contract as required by law in the Truth-in-Lending Act pursuant to XXXX XXXX XXXX. Alleged Lender failed to provide me all documented information that I requested in the Qualified Written Request sent to the bank on XXXX XXXX, XXXX by RPOST Registered XXXX Mail XXXX. In addition, LEGAL NOTICE Registered XXXX Mail sent to Alleged Lender 's attorney/s Blank-Rome LLP XXXX of Law, XXXX and XXXX XXXX : Second Request for Proof of Claim Dated XXXX XXXX XXXX was sent to the bank by RPOST Registered XXXX Mail XXXX and received on XXXX XXXX, XXXX. Alleged Lender, failed to produce for my inspection upon demand as required by Uniform Commercial Code of the original ( Wet Signature ) documents including the Security Deed and the Promissory Note and allonge, as evidence that they are, in fact, the holder in due course of the purported obligation. Despite being given XXXX opportunities to provide proof of claim on this matter via certified mail, Alleged Lender can not and has not been able to provide presentment upon demand. XXXX alleges and believes that Alleged Lender is not the holder in due course, nor the real and beneficial party of interest for the above loan. 

7. ALLEGED LENDER failed to prove that they are the Note Holder in Due Course pursuant of U.C.C. - ARTICLE XXXX XXXX despite XXXX qualified written request 's demanding the Alleged Lender to stipulate and clarify this fact. No where on the loan documents or security deed was there mention of the word "" holder ''? Therefore ALLEGED LENDER fully admits that they are not the holder in due course, nor a real party of interest in the above loan. 

8. If in fact ALLEGED LENDER has the authority to enforce the contract through servicing and assignment, they have provided no proof of such authority despite XXXX written requests via RPOST certified email. Therefore XXXX alleges and believes that ALLEGED LENDER does not have any authority to enforce the contract for the above loan.My Fair Debt Collection letter were quite frankly ignored .The rebuttal of Tila rescission letter was clearly denied and considered closed by XXXX XXXXLITIGATION SPECIALIST Bank of America .AlthoughTILA does not evidence a contrary Congressional intent XXXX it 's statute of limitations must be read to be subject to equitable tolling, particularly since the Act is to be construed liberally in favor of consumers. '' XXXX XXXX XXXX XXXX, XXXX, XXXX XXXX XXXX XXXX, XXXX XXXX XXXX. XXXX XXXX XXXX XXXX ). 

This response from a letter sent certified in XXXX is now a issue for the alleged pretender lender. and finally I/we made firm request for a viewing of wet ink note along with a Perfect Chain of Title insert from letter "" Dear Sir, This letter dated XXXX XXXX, XXXX is to notify you, your firm and the mortgage company claiming ownership of this alleged loan and note, that I am exercising my rights under the "" Fair Debt Collections Practices Act '' as codified at XXXX XXXX XXXX, which stipulates that a debt collector must, verify request",Company chooses not to provide a public response,1294466
2133,Communication tactics,I have received numerous calls from this company saying they are attempting to collect a debt. I have no debts. I called them back at their call back number to request the stop calling. An individual by the name of XXXX XXXX spoke with me and said I would have to send them a letter stating I have no debts. XXXX XXXX then tried to obtain personal information so I terminated the call.,Company believes it acted appropriately as authorized by contract or law,1975640
2134,Disclosure verification of debt,"I received a letter from Fidelity Creditor Service, XXXX XXXX, XXXX CA XXXX. Telephone number XXXX. 

They said I owed {$1000.00} plus interest of {$110.00} for a total of {$1100.00} that I owe. This was for service from XXXX XXXX on XX/XX/XXXX and I received this letter on XX/XX/XXXX. 
XXXX has been paying my medical bills. This bill was the first time I ever received a bill for this service. I never even knew that I had a bill. Seems odd that Fidelity could send me a bill but XXXX XXXX could not send me the bill. 

So, I get this bill and then I ask for a itemized bill for the date of service and XXXX XXXX said they could not send it to me a copy of the bill since it has gone to collections. I asked collections for a copy of the bill for the money they say that I owe them and have not heard back from Fidelity as of today. 

Also, I am getting charged interest for a bill that I did not know I even had. That just is not right. 

I need assistance with this matter and some advise on what I should do. 

Thanks for the help.",Company believes it acted appropriately as authorized by contract or law,2230816
2135,Communication tactics,"Receivable Management Services has been repeatedly calling from different numbers from across the country, sometimes several times a day. This has been going on for months. I 'm currently looking for a job and need to answer phone calls in case they are businesses interesting in employing me. I 'm spending far too much time talking to these people about collecting an inordinate amount of medical debt on a daily basis. This is greatly impeding my ability to procure work and is negatively impacting my mental and emotional well-being.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,2180704
2136,Cont'd attempts collect debt not owed,"I served the country for 8 years XXXX During my XXXX tour I had an apartment at XXXX XXXX before I started my tour. My former wife and I had many problems with her spending and destroying my credit. Well before my tour we separated and I informed my apartment complex I will no longer be their and would like to take myself off the lease. While touring they sent information that I signed confirming I would not be held accountable. After my ex wife left the apartment while still touring, they reported an unpaid balance and extreme interior damage to the place. I should not be held accountable for her lack of professionalism, unpaid balance or damages.",Company believes it acted appropriately as authorized by contract or law,1315104
2137,Communication tactics,"Some keeps calling from Allied Interstate that I can barely understand asking me if my last XXXX of my SSN is XXXX. It is not me, and even if it was, I would absolutely never answer that question on the phone to someone who calls me claiming to be somebody. There are scams going on everyday with caller ID spoofs etc. This should be a crime or against some laws. I feel threatened that my identity is not safe etc. These kinds of collection tactics are extremely distasteful and useless. They need to use a better approach as anyone who would let them know their last XXXX of their SSN without verifying who they were giving it to on the phone is gullible.",Company believes it acted appropriately as authorized by contract or law,1324795
2138,Disclosure verification of debt,Do not know where this supposed debt originated,Company has responded to the consumer and the CFPB and chooses not to provide a public response,2316683
2139,Cont'd attempts collect debt not owed,My Son was taken by an XXXX and the company used his insurance and is trying to collect the deductible from me. I am not responsible for this debit becaus my son is not a minor. I have disputed this debit.,Company disputes the facts presented in the complaint,1853800
2140,Communication tactics,XXXX 2014 I received XXXX checks in the amount of {$1900.00} each directly deposited into my checking account. I withdrew the funds and did not find out until months later than they had insufficient funds. I had {$950.00} in my Suntrust account which Suntrust debited and charged the balance to my Suntrust Credit Card. I contacted Suntrust and informed them what happened and have been making monthly payments. My credit card was connected to my checking account for overdraft protection. The checks are being invested by XXXX XXXX Fraud department and XXXX XXXX Police. Suntrust has called me XXXX times to collect the debt. They are aware of what happened and I am making payments monthly but they have continued to call me although I have asked them not to call me. I am currently on XXXX with many medical problems and I am not suppose to get stressed. I consider this harassment because there is nothing that I can do because I am not employed. I have paid them {$900.00} within the past 3 weeks and it does n't seem to matter. I banked with Suntrust for 36 years and I expected to be treated better than this. They have treated me like a criminal. My credit card limit was {$6000.00}. The additional {$3900.00} made my account over the limit. I am being harassed for the overage.,Company chooses not to provide a public response,1379156
2141,Improper contact or sharing of info,"This company has repeatedly called my elderly former in-laws regarding my account. They have told them repeatedly to stop calling, and continue to call them. My ex-wife is constantly receiving calls from them complaining. The company has been told they have no contact with me any longer, and continue to harass them. They have discussed the account with them, disclosing the amounts owed. this is completely illegal.",Company believes complaint is the result of an isolated error,2265078
2142,Cont'd attempts collect debt not owed,I owed money to a roofing company. The roofing company turned the debt over to Bowen and Associates collection agency. Bowen and Associates called me to collect the debt. I gave them a check over the phone and paid the full amount. Bowen and Associates never paid the money to the roofing company. Now the roofing company has sent me a demand letter for the money and threatened to sue me. The debt was paid but Bowen and Associates stole my money.,Company believes the complaint is the result of a misunderstanding,1994638
2143,Can't repay my loan,"I have used Sallie Mae for my Private student loans since XX/XX/XXXX to XX/XX/XXXX. After I received my degrees. I started to try and repay the loans, But was told by Sallie Mae that they did not have an income based repayment program. I was told that i must go into forbearance and pay XXXX dollars a month to place the loans into forbearance. When i told them that i had no means to be able to make the payments they continued to make me defer on the loans. In XX/XX/XXXX I joined the Military, and with the military all they were able to do is allow me to have loan forgiveness until XX/XX/XXXX where i will continue to have to make payments on the loans. I notified them that even with the military paychecks i will not be able to afford the monthly payments that they require. I have been having constant issues with trying to be able to work with them on how to pay off the loans. I have no other options, and saw articles about CFPB pursuing Sallie Mae about reasons that i have had to deal with. I am hoping to be able to get some answers. I have talked to multiple employees and managers at sallie mae, they have even told me to ignore the collection calls from their company and just keep paying for forbearance. The calls were so consistent that i was receiving a call from them everyday for weeks. i continued to answer and explain the situation to a new employee daily. I have also spoken to managers at Sallie Mae and they told me that i have no other option but to continue to not pay on the loans. These forbearance payments that i was making also do not go towards my loans interests. My Loans continued to gain interest even though i was paying XXXX a month for the forbearance. i have no other options and this company has continued to work with me, and make a plan that works for both of us. Also I have loans with this company for my XXXX through XXXX College.",Company believes it acted appropriately as authorized by contract or law,2313727
2144,False statements or representation,"Failed to notify of debt, paid debt and will not remove debt from credit report",Company believes it acted appropriately as authorized by contract or law,1353064
2145,Cont'd attempts collect debt not owed,"I was advised months ago the debt no longer exists. I have an actual bill dated XXXX XXXX, 2016 showing I have a XXXX balance acct with XXXX XXXX. These collection folks have ignored my communications for many months and now are hurting my credit for a debt I do not owe. They must be stopped and sanctioned, please",Company believes it acted appropriately as authorized by contract or law,1833462
2146,False statements or representation,"XXXX has not applied all payments to my debt, I sent information and copies of my bank statement showing payments had not been credited to my account so I stopped paying and they turned it over to a collection agency. I have sent other info to collection agency twice and have n't heard from them for a few months. They need to apply my payments and stop sending wrong information to collection agency.My credit is not very good and this makes it even harder when they refuse to correct there mistakes..",Company believes it acted appropriately as authorized by contract or law,2382625
2147,False statements or representation,I have been harassed and overcharged by XXXX since I opened the account in XXXX 2011. Now they have forwarded the account to Foster and Garbus LLP.,Company believes it acted appropriately as authorized by contract or law,1555469
2148,Improper contact or sharing of info,Called my parents phone and discussed my debt with them. I had n't lived at my parent 's house in 20 years,Company has responded to the consumer and the CFPB and chooses not to provide a public response,2383661
2149,Cont'd attempts collect debt not owed,"XXXX XXXX, XXXX has constituted sending me an invoice for payment on an account from Wachovia Bank. It appears that several of these debt collections agencies are attempting to collect on this invoice. This is n't the first time I 've seen this bank just different collector.",Company chooses not to provide a public response,1612417
2150,Communication tactics,"Central Financial Control has numerously told my mother from beginning that they wanted to be paid in full, my mother has sent monthly payments which they process but constantly tell her that they want full pay of debt or that they will ruin her credit or take her to court. My mother has increased payments explaining to them she cant afford to pay off debt in one installment to which this collection agency continues to threaten my mother with ruining her credit and or take her to court. They will not stop threatening her on phone calls or letters demanding full payment or a monthly amount my mother can not afford as she only works part time.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,1834158
2151,Cont'd attempts collect debt not owed,"FOCUS RECEIVABLES MANAGEMENT has been calling and harassing me about a bill owed to XXXX. 
I haved contacted XXXX XXXX and the company states they have no record of me evering having there service or owing a bill with there company. 
I have told Focus Receivables Management on numerous phone calls this information and have asked for proof from there company showing I owe this debt. 
Now this company are reporting a collection account with all three credit bureaus listed under my name, which is ruining my credit standing. 
I asked for them to delete this false information from my credit reports without any luck.",Company believes it acted appropriately as authorized by contract or law,1316648
2152,Cont'd attempts collect debt not owed,"My initial complaint is with XXXX XXXX and their relentless tactics to scam money out of consumers. XX/XX/XXXX, I had a contract with XXXX and during their months long data outage for the Side-Kick phone, I called customer service to cancel my contract due to the service I was paying for at the time not being provided. XXXX canceled my contract WITHOUT fee due to this issue and I switched to XXXX. Years later I was slapped with a collections notice with no bill or notification whatsoever from the initial creditor. Last year, I disputed this collections claim with XXXX credit reporting agency and the charge was dropped. Now another collection agency has picked up this charge except changed the date to reflect a more current balance, which is XXXX violations against the FCRA and FDCPA. They alleged that my first date of delinquency was XXXX XXXX ... .however I had not been a XXXX customer since their data outage in XX/XX/XXXX. I was living abroad during XX/XX/XXXX-XX/XX/XXXX and during this time was a consumer of foreign mobile subscribers so to claim I had an active XXXX account in good standing prior to XX/XX/XXXX is a complete fabrication. They have not been able to furnish any billing or invoice information to attest to their presumed debt which is why at this point I am fairly within my rights to sue both XXXX XXXX and the debt collection agency for selling/buying this erroneous debt years after the account was closed, reporting negative credit information passed the statute of limitations, as well as for falsifying dates of delinquency to allege that this is a legitimate debt.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,2070629
2153,Cont'd attempts collect debt not owed,Arnold Harris PC has been harassing me for over 10 years for something that never had anything to do with me.,Company can't verify or dispute the facts in the complaint,1564624
2154,Cont'd attempts collect debt not owed,"I applied to refinance my home when I found out that CACH , LLC, has a lien against my home in my husbands name, that was filed in bankruptcy .We were discharged XXXX/XXXX/2013. this means they have been paid but wo n't take it off. The amount filed in bankruptcy was XXXX.I am not sure if you can help but maybe if you ca n't you can direct me to the right source.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,1860734
2155,Cont'd attempts collect debt not owed,i made last payment on loan XXXX XXXX i was later notified by family member XXXXthat World Finance had contacted them looking for me. I contacted XXXX and was told that I owed them {$15.00} dollars. I REGULARLY RECEIVE MAIL FROM THEM. Why did n't they contact me? My obligation for that loan was taken care of when imade last payment. It is showing on my credit reprots bas paid and also a balance.,Company believes it acted appropriately as authorized by contract or law,1486232
2156,Communication tactics,Repeated calls even after I told them that the person they are calling is not at this number and to cease calling my cell phone or I would report them. I have NO DEBTS and I want these calls to stop!,Company believes it acted appropriately as authorized by contract or law,1549129
2157,Cont'd attempts collect debt not owed,"Someone signed my name and used my information to obtain a lease for an apartment. I filed a police report, filed a fraud report with the FTC, filed a dispute with the collection company and notified the apartment complex but they still insist the debt is mine.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,2151586
2158,Disclosure verification of debt,"A XXXX representative told me that they would delete this account from my credit profile ( specifically told me that almost word for word ) if I made the payment. I made the payment while in collections, and the account is still showing on my credit report through Penn Credit. XXXX needs to uphold their word and have their collection company remove this account from my credit profile. This is a bait and switch scenario.",Company believes it acted appropriately as authorized by contract or law,1949714
2159,Improper contact or sharing of info,Jared Galleria is calling me upwards of XXXX times a day half from private numbers others from multiple different numbers mainly from XXXX. I answer and they hang up constantly. I have talked with them and explained the situation and they continue the same behavior. This is rediculous and harrassment.,Company believes it acted appropriately as authorized by contract or law,1507076
2160,Can't repay my loan,"To Whom It May Concern, I NEED YOUR HELP! I 've been unemployed/underemployed and struggling from XXXX XXXX until XXXX XXXX when I secured a job as a XXXX XXXX at XXXX XXXX XXXX School. I served this country honorably in the XXXX XXXX for eight years and never shirked my responsibilities to this nation. 
I was forced into bankruptcy and was terribly disturbed that I defaulted on my obligations ; however, I attempted my very best to work with my creditors. As I 've been digging myself out of the deepest hole of my life coming from a place where I lived out of my car for six months, I started to turn the corner. Teachers already struggle to make a living because there is n't any value in the educators of this nation. 
I submitted my education deferments for my student loans every year. My mortgage is due at the XXXX of each month. Recently, I discovered a company that I 've never heard of garnished my check which caused me to default on my mortgage and now I 'm under the threat of becoming homeless. This company : XXXX XXXX XXXX XXXX. 
XXXX XXXX XXXX XXXX, XXXX XXXX ( XXXX ) XXXX Account # XXXX This company on behalf of XXXX/COLLEGE ASSIST ( a company I 'm unaware of its existence ) filed legal paperwork without informing me or serving notice and just received a court order to garnish my check. 

College Assist XXXX. XXXX XXXX XXXX XXXX, XXXX XXXX XXXX : Student Loan - Account Number XXXX I called after sending several deferments each year to the Department of Education concerning their rehabilitation program because my current income is so far under my expenses - I eat out of garbage cans some times to ensure my kids can eat. These XXXX companies have ruined my life and caused extreme hardship. As a military veteran - I 'm begging for help and relief from this situation. A Veteran needs help ASAP!!! 

Sincerely, XXXX XXXX XXXX. 
XXXX XXXX XXXX. 
XXXX XXXX XXXX XXXX XXXX, XXXX XXXX XXXX",Company has responded to the consumer and the CFPB and chooses not to provide a public response,1883649
2161,Cont'd attempts collect debt not owed,"I DO NOT KNOW WHO : CENTRAL CREDIT SERVICE ACCT XXXX {$690.00} XXXX XXXX XXXX XXXX XXXX, FL XXXX I CALLD BUT SOME MALE FROM SOME XXXX PICKED UP TRYING TO ASK FOR MY PERSONAL INFO. 

THIS IS A HUGE SCAM!!!!!!!!",Company has responded to the consumer and the CFPB and chooses not to provide a public response,2011308
2162,False statements or representation,"Other agencies submitted documents to me stating that Omega-RMS, LLC is allegedly handling an alleged debt tied to my person XXXX XXXX XXXX. I have no idea who Omega-RMS, LLC is and they have never provided me with any type of documentation.",Company believes it acted appropriately as authorized by contract or law,1865937
2163,Disclosure verification of debt,"I discovered my credit bureau reflected a collection for XXXX phone service via Harvard Collections. On XXXX XXXX, I called Harvard and spoke to a XXXX to request a copy of the letter she claimed was sent to me. I had already heard from XXXX prior collection agencies, and I disputed the claimed debt with very specific and documented reasons for my dispute. XXXX at Harvard claimed she would resend the letter via fax and email and remove the item from my credit bureau. This did not occur, so on XXXX XXXX, I wrote to Harvard with copies of my previous letter to other collection agencies explaining I did not agree with the debt and inviting litigation to resolve the matter. Instead on XXXX XXXX, 2015 I received a copy of XXXX 's erroneous bills. I wrote back to Harvard on XXXX XXXX explaining the bills were erroneous and in dispute. I have not heard back, and this item remains unjustifiably on my credit bureau.",Company chooses not to provide a public response,1380934
2164,Cont'd attempts collect debt not owed,"On XXXX XXXX, 2016 i received a notice from Stoneleigh Recovery Associates alleging that i owe a debt to XXXX XXXX Medical Center i advised them in writing that i previously disputed that debt with the original creditor XXXX XXXX Medical Center and the debt was canceled and removed from their records as a result of identity theft also under the Fair and Accurate Credit Transactions Act. I continued to received phone calls from the debt collector threatening me about paying this debt that was previously satisfied and deleted under the Fair and Accurate Credit Transactions Act.",Company believes it acted appropriately as authorized by contract or law,1978343
2165,False statements or representation,"I obtained a Line of Credit second mortgage loan from USAA Federal Savings Bank which was SECURED by a lien they filed with the Clerk of the Court on my residence in XXXX. This residence was sold at auction by the Clerk of the Court of XXXX XXXX, Florida as a result of an illegal foreclosure suit filed by XXXX XXXX, principal of XXXX XXXX XXXX XXXX, a Florida corporation. This was a home that I owned outright, having paid cash in the amount of {$100000.00} in XXXX XXXX. XXXX XXXX, using a straw buyer corporation that he set up to conceal that he was the buyer, purchased the home at auction for {$30000.00}, after having agreed in writing with the Clerk of the Court that he was liable for all lien debt attached to the deed of said home, and for its repayment. Instead of collecting satisfaction of this lien from XXXX XXXX via his straw buyer, USAA Federal Savings Bank instead illegally reported this lien debt as being a consumer loan which I had defaulted on, which was patently untrue. The {$17000.00} ( approx. ) lien loan transferred to XXXX XXXX when the deed was transferred to his name, automatically, in accordance with Florida law and Federal law. I will gather all documents proving this and forward to CFPB. I request that your agency resolve this incorrect and very adverse information that USAA Federal Savings Bank reported to the credit reporting agencies, and that you sanction and fine them for this very, very harmful act!",Company believes it acted appropriately as authorized by contract or law,2007976
2166,Taking/threatening an illegal action,"Received notice to collect debt, call collection services and explaned that I was retired and XXXX had fixed income and offered to pay what I could afford, which was {$10.00} a month, and told that of the {$1100.00} a month I recieve I owe {$1000.00} a month in bills, Ihave {$100.00} a month to live on I thought that resonable, they said yes I asked for letter in writing and I would start paying, they said no just start paying I said without letter or Email I would not. I repeated this offer XXXX more time to different reps. Then was put on my credit reports.",Company believes the complaint is the result of a misunderstanding,1459606
2167,False statements or representation,"There XXXX issues regarding the medical debt collection company "" Medical Business Bureau, LLC '' besides the fact the "" Bureau misrepresents a government agency. 
1 ) I received a medical bill from XXXX, that is correct. The due date of this debt is XXXX XXXX, 2016. During the same time, I received a collection notice from Medical Business Bureau, dated XXXX XXXX, 2016 that they where attempting to collect a debt, and that the amount was assigned to them by XXXX XXXX before the actual due date of the debt. Please see attached documents regarding the bills looking at the dates. 
2 ) I received a negative credit report for a debt that did not belong to me. I negative report was furnished by "" Medical Business Bureau, LLC '' I attempted to contact them regarding the debt, and they acknowledged that it was an error in there part, and that the notified the XXXX major credit reporting agencies. The issue with this is that this was not my debt, I was offered no time to dispute the debt, and the debt was reported in XXXX. Since the negative report to the credit reporting agencies, my credit score has dropped by a significant amount greater than XXXX points, and may possibly affect the APRs on several credit card accounts. Please see the XXXX credit report page XXXX. 

Since this issue has begun, I have used all the XXXX credit reporting agencies free reports, and will not be able to receive confirmation regarding any of the corrections.",Company believes it acted appropriately as authorized by contract or law,2015799
2168,Communication tactics,"I could not find the exact "" describe the issue '' choice, but XXXX XXXX threatened me that unless I made my payments via a monthly electronic payment system, they would sell my debt to a company that would add more interest until the debt was paid off, therefore dramatically increasing the amount of my debt when I agreed to payments but only wanted to pay by USPS money order. 
Said my credit would get a negative report if I did n't pay electronically. 
XXXX XXXX and his "" supervisor XXXX '' Harassed me and used threats of credit harm if I did n't open up some kind of electronic XXXX card payment system to make my monthly payments. So, at much hardship and more expense I did open a pre-paid credit card and made my first payment. The very next day I received hard copy correspondence from XXXX that included a payment form for paying with a money order or check??? OR electronic CC payment IF I CHOSE. 
I am a XXXX year old totally and permanently XXXX XXXX Veteran, my total monthly income is from my VA XXXX pension which is less than {$1100.00} ANY extra expense is a extreme hardship on my financial abilities, and I explained this to XXXX XXXX when I stated that I only wanted to pay via money order or check to avoid any electronic fees or give any of my private financial information to a collection agency because of all the reported harms done by collection agencies to others when they provided personal financial info unrelated to the debt. 
I agreed to make the payments to protect what little credit I have, even though I felt in principle that the original debtor Best Buy, had broken a agreement with me for payments when I was ill and could't keep up with the full payments but offered "" good faith '' payments until my health would allow me to catch up. I fulfilled my part of the agreement with Best Buy, but the reneged just before XXXX causing me to not be able to purchase the gifts for my grandchildren I wanted to. I admit I was so angry and upset XXXX, that I just did n't care and told Best Buy this. But after contact by XXXX, I did agree to pay off the debt if they would n't harm my credit as long as I was current. They said they could n't but convinced me that as long as I was paying that 's all that would show, that I was paying a monthly obligation. But they insisted that they could only accept a electronic payment, otherwise they would sell my debt to another company that would continue to add interest charges and that I would incur much more debt! 

I was harassed, demeaned for my original debt to Best Buy, coerced and outright threatened with more debt added, unless I agreed to make electronic payments and incur the added expenses.",Company chooses not to provide a public response,1561569
2169,Disclosure verification of debt,"ERC is fraudulently reporting on my credit reports claiming that I have a debt with XXXX in the amount of XXXX. This phone acct was fraud under my name as I did not open this account After numerous attempts with ERC as well as the credit bureaus, they have not provided me with proof such as my actual signature in opening this such account therefore still not removing this account on my credit report. They continue to tell me they verified it was mine but no proof!",Company believes it acted appropriately as authorized by contract or law,2145384
2170,Communication tactics,"my dad is XXXX years old. He had an XXXX account and this company during that time continue adding services he did not need and could not use. I tried talking with them and the people in the customer service i in other countries continued to tell me they were taking care of it, but to no avail. My dad has perfect credit and has always paid his bills, but i refuse to allow him to pay a {$500.00} cable bill. I feel they have taken advantage of this Senior cItizen.",Company believes it acted appropriately as authorized by contract or law,2167988
2171,Cont'd attempts collect debt not owed,"A collection service leaves a message with a phone number everyday on my recorder for a debt incurred by someone else not in my household. I call the number and leave messages that I am not the individual they are trying to contact and that no one lives there by that name. I ask for a call back. Now, the voice mail box is full and not accepting any calls. Literally these calls are in the hundreds now and quite frustrating since I owe no one anything.",Company believes it acted appropriately as authorized by contract or law,1899419
2172,Communication tactics,"Multiple calls during the day. Some are hang up calls, some are answered, then I am put on hold for 20 minutes and then they hang up. Some verbal abuse, e.g. "" you got yourself into this mess '', or "" we never take it off your credit report '' ( I was attempting to negotiate a settlement in exchange for a promise to delete ). We get close to an agreement to settle, i.e. 50 %, then the next time they call they start all over again with 90 %.",Company chooses not to provide a public response,1368361
2173,Communication tactics,"Receivables performance management started calling my husbands cell phone on XX/XX/2015, and have called either it or the house phone almost everyday since then. At the time of the first call he set up a payment plan for XXXX payments of {$25.00} ever other week because that is all there system could do. They have started calling our house almost every day since then and have asked for a post dated check. They asked my husband to set up payments on his dept card for next year after telling us they could only set up XXXX payments at a time they were also wanted us to agree to giving them XXXX payments of XXXX in XXXX and XXXX which we can not afford and would not agree to they also suggested we could use out tax check from next year to help out this all happened today XX/XX/2015.. We have asked them several times to please stop calling and they continue to call. We also have XXXX emails with the payment plan between them and us on this matter. They also get rude and hang up on you before you can finish discussing the matter of why they keep calling..",Company chooses not to provide a public response,1592236
2174,Disclosure verification of debt,I checking my credit report There is collection agency reporting information that is not mine I am retired and have XXXX and XXXX and all my medical bills are paid 100 % I have received no correspondence from this collection agency whats so ever,Company believes it acted appropriately as authorized by contract or law,1531820
2175,False statements or representation,"Commonwealth Financial Systems agreed to settle a {$4000.00} debt for {$2000.00} if I set up automatic debit from my bank account for {$100.00} a month. They also agreed that while in good standing they would remove this negative line from my credit report. After 2 months of paying I called because I never received official notification of the agreement. I asked for an official statement or letter and they said they could n't send XXXX. At that point I said I wanted to stop all payments until an official letter was delivered and they said ok. The next month they took the money out again and I called and said "" I am not authorizing you to take money anymore please stop. And they continue to take {$100.00} out of my account every month. I do n't know what to do because they wo n't stop taking the money after I asked them multiple times to stop until the agreement could be official. My bank said they can not stop the automatic withdrawal and Commonwealth Financial Systems will not adhere to my demand to stop taking the money.",Company believes it acted appropriately as authorized by contract or law,1386514
2176,Taking/threatening an illegal action,"On XXXX/XXXX/2015 at XXXX I was contacted by someone stating that they had a criminal complaint and were looking for XXXX XXXX. The person on the phone verified my contact information and stated the an officer was coming to serve me the next day. I informed the gentleman that I do not have any reasons to have any criminal complaints against me and said sure I will be here. He then asked "" did the attorneys contact you, at which I replied no. At this point, I told him that I did not have time to play games with him. He put me on hold to supposedly get the attorneys and I hung up. I XXXX the number that he called from which showed up on my caller ID and it was listed as the fax number to the Arizona Superior Court in XXXX XXXX - Juror Information. Less than a week after this call I received a letter from GreenTree Servicing referencing a debt that had passed the statue of limitations and was removed from my credit report. The letter was dated XXXX/XXXX/15. Once I received the letter I called the phone number listed and it was the exact same person that called trying to threaten or scare saying that I had a criminal complaint saying someone was going to my house looking for me. I told him that as far as my knowledge this was no longer on my credit report and had been taken care of. I asked him to send any documents that he had verifying the debt and I would look it over with my attorney. Which GreenTree did not. Their letter states that the consumer has 30 days to submit proof. The entire actions of Greentree servicing from the start was deceptive and misleading in nature.",Company believes it acted appropriately as authorized by contract or law,1585309
2177,Dealing with my lender or servicer,"ECMC and/or PCR have been calling friends and acquaintances seeking information about me. Yesterday, they called a former girlfriend of my brother 's seeking information about me. This is an invasion of my privacy and is harassment, especially when they have my current address and know that I am retired.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,2335267
2178,Cont'd attempts collect debt not owed,this is not dulpicte complint For the second tine the debt recovery solution lilac is reporting account number on all credit report that is not mine. My first complaint Reff to CFPB case numbers XXXX. See all documents on file.,Company has responded to the consumer and the CFPB and chooses not to provide a public response,2018504
2179,Cont'd attempts collect debt not owed,"Someone stole my personal information and identity to open an account with XXXX XXXX. The account is an unauthorized and fraudulent account with Affiliated Credit Services. I have never applied for an account with XXXX XXXX. I have been receiving harassing, threatening and death threats telephone calls from Affiliated Credit Services in regards to a debt of {$240.00} I do not owe. The account or debt do not belong to me. I am a victim of identity theft.",Company believes it acted appropriately as authorized by contract or law,1985337
